Indicador;Sexo, grupo de edad y nivel de estudios;periodo;Total
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Primera etapa de educacion secundaria e inferior;De 2011-3T hasta 2012-2T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Primera etapa de educacion secundaria e inferior;De 2011-2T hasta 2012-1T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Primera etapa de educacion secundaria e inferior;De 2011-1T hasta 2011-4T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2025-1T hasta 2025-4T;1,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2024-4T hasta 2025-3T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2024-3T hasta 2025-2T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2024-2T hasta 2025-1T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2024-1T hasta 2024-4T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2023-4T hasta 2024-3T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2023-3T hasta 2024-2T;1,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2023-2T hasta 2024-1T;1,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2023-1T hasta 2023-4T;1,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2022-4T hasta 2023-3T;1,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2022-3T hasta 2023-2T;1,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2022-2T hasta 2023-1T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2022-1T hasta 2022-4T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2021-4T hasta 2022-3T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2021-3T hasta 2022-2T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2021-2T hasta 2022-1T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2021-1T hasta 2021-4T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2020-4T hasta 2021-3T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2020-3T hasta 2021-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2020-2T hasta 2021-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2020-1T hasta 2020-4T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2019-4T hasta 2020-3T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2019-3T hasta 2020-2T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2019-2T hasta 2020-1T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2019-1T hasta 2019-4T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2018-4T hasta 2019-3T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2018-3T hasta 2019-2T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2018-2T hasta 2019-1T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2018-1T hasta 2018-4T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2017-4T hasta 2018-3T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2017-3T hasta 2018-2T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2017-2T hasta 2018-1T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2017-1T hasta 2017-4T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2016-4T hasta 2017-3T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2016-3T hasta 2017-2T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2016-2T hasta 2017-1T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2016-1T hasta 2016-4T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2015-4T hasta 2016-3T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2015-3T hasta 2016-2T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2015-2T hasta 2016-1T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2015-1T hasta 2015-4T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2014-4T hasta 2015-3T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2014-3T hasta 2015-2T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2014-2T hasta 2015-1T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2014-1T hasta 2014-4T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2013-4T hasta 2014-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2013-3T hasta 2014-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2013-2T hasta 2014-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2013-1T hasta 2013-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2012-4T hasta 2013-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2012-3T hasta 2013-2T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2012-2T hasta 2013-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2012-1T hasta 2012-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2011-4T hasta 2012-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2011-3T hasta 2012-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2011-2T hasta 2012-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Total;De 2011-1T hasta 2011-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2025-1T hasta 2025-4T;2,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2024-4T hasta 2025-3T;1,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2024-3T hasta 2025-2T;1,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2024-2T hasta 2025-1T;1,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2024-1T hasta 2024-4T;1,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2023-4T hasta 2024-3T;1,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2023-3T hasta 2024-2T;2,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2023-2T hasta 2024-1T;2,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2023-1T hasta 2023-4T;2,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2022-4T hasta 2023-3T;2,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2022-3T hasta 2023-2T;2,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2022-2T hasta 2023-1T;1,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2022-1T hasta 2022-4T;1,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2021-4T hasta 2022-3T;1,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2021-3T hasta 2022-2T;1,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2021-2T hasta 2022-1T;1,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2021-1T hasta 2021-4T;1,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2020-4T hasta 2021-3T;1,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2020-3T hasta 2021-2T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2020-2T hasta 2021-1T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2020-1T hasta 2020-4T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2019-4T hasta 2020-3T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2019-3T hasta 2020-2T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2019-2T hasta 2020-1T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2019-1T hasta 2019-4T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2018-4T hasta 2019-3T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2018-3T hasta 2019-2T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2018-2T hasta 2019-1T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2018-1T hasta 2018-4T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2017-4T hasta 2018-3T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2017-3T hasta 2018-2T;1,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2017-2T hasta 2018-1T;1,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2017-1T hasta 2017-4T;1,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2016-4T hasta 2017-3T;1,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2016-3T hasta 2017-2T;1,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2016-2T hasta 2017-1T;1,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2016-1T hasta 2016-4T;1,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2015-4T hasta 2016-3T;1,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2015-3T hasta 2016-2T;1,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2015-2T hasta 2016-1T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2015-1T hasta 2015-4T;1,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2014-4T hasta 2015-3T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2014-3T hasta 2015-2T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2014-2T hasta 2015-1T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2014-1T hasta 2014-4T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2013-4T hasta 2014-3T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2013-3T hasta 2014-2T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2013-2T hasta 2014-1T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2013-1T hasta 2013-4T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2012-4T hasta 2013-3T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2012-3T hasta 2013-2T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2012-2T hasta 2013-1T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2012-1T hasta 2012-4T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2011-4T hasta 2012-3T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2011-3T hasta 2012-2T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2011-2T hasta 2012-1T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación general;De 2011-1T hasta 2011-4T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2025-1T hasta 2025-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2024-4T hasta 2025-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2024-3T hasta 2025-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2024-2T hasta 2025-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2024-1T hasta 2024-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2023-4T hasta 2024-3T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2023-3T hasta 2024-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2023-2T hasta 2024-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2023-1T hasta 2023-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2022-4T hasta 2023-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2022-3T hasta 2023-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2022-2T hasta 2023-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2022-1T hasta 2022-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2021-4T hasta 2022-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2021-3T hasta 2022-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2021-2T hasta 2022-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2021-1T hasta 2021-4T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2020-4T hasta 2021-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2020-3T hasta 2021-2T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2020-2T hasta 2021-1T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2020-1T hasta 2020-4T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2019-4T hasta 2020-3T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2019-3T hasta 2020-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2019-2T hasta 2020-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2019-1T hasta 2019-4T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2018-4T hasta 2019-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2018-3T hasta 2019-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2018-2T hasta 2019-1T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2018-1T hasta 2018-4T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2017-4T hasta 2018-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2017-3T hasta 2018-2T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2017-2T hasta 2018-1T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2017-1T hasta 2017-4T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2016-4T hasta 2017-3T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2016-3T hasta 2017-2T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2016-2T hasta 2017-1T;0,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2016-1T hasta 2016-4T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2015-4T hasta 2016-3T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2015-3T hasta 2016-2T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2015-2T hasta 2016-1T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2015-1T hasta 2015-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2014-4T hasta 2015-3T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2014-3T hasta 2015-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2014-2T hasta 2015-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2014-1T hasta 2014-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2013-4T hasta 2014-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2013-3T hasta 2014-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2013-2T hasta 2014-1T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2013-1T hasta 2013-4T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2012-4T hasta 2013-3T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2012-3T hasta 2013-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2012-2T hasta 2013-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2012-1T hasta 2012-4T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2011-4T hasta 2012-3T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2011-3T hasta 2012-2T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2011-2T hasta 2012-1T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Segunda etapa de educación secundaria: Orientación profesional;De 2011-1T hasta 2011-4T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;De 2025-1T hasta 2025-4T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;De 2024-4T hasta 2025-3T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;De 2024-3T hasta 2025-2T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;De 2024-2T hasta 2025-1T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;De 2024-1T hasta 2024-4T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;De 2023-4T hasta 2024-3T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;De 2023-3T hasta 2024-2T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;De 2023-2T hasta 2024-1T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;De 2023-1T hasta 2023-4T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;De 2022-4T hasta 2023-3T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;De 2022-3T hasta 2023-2T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Educación superior o equivalente;De 2022-2T hasta 2023-1T;1,3
